type,link_type,key,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources
energy and utilities,climate_technology,US7391281067,POWELL INDUSTRIES INC,45,Está involucrado con el tema de Tecnología Climática.,"POWL demuestra su compromiso con la Tecnología Climática a través de su expansión a mercados finales más allá del petróleo y el gas tradicionales, específicamente a la producción de hidrógeno, la captura de carbono y combustibles alternativos como biocombustibles y combustible de aviación sostenible, impulsada por la demanda de energía limpia. La importancia estratégica de la empresa se ve reforzada por su respuesta a la demanda de energía limpia. Además, POWL expresa optimismo con respecto a la inversión en aplicaciones de IA, lo que podría impulsar el crecimiento de los centros de datos y la demanda de generación de energía posterior.",273290,USD,POWL,SMART,STK,True,"[{'name': 'powl-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/powl-FY24-10-K.html'}, {'name': 'powl-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/powl-Q125-10-Q.html'}]"
energy and utilities,climate_technology,US2910111044,EMERSON ELECTRIC CO,46,Participa en actividades alineadas con el tema de Tecnología Climática.,,6842,USD,EMR,SMART,STK,True,
energy and utilities,climate_technology,US05722G1004,BAKER HUGHES CO,47,,"Baker Hughes demuestra su compromiso con la Tecnología Climática a través de su división de Soluciones de Tecnología Climática (CTS), que es un motor de ingresos de IET. La empresa reservó mil millones de dólares en nuevos pedidos de energía y aseguró un pedido significativo de CCS, lo que refleja su inversión en esta área. Baker Hughes también espera un crecimiento continuo en nuevas soluciones energéticas centradas en la reducción de las emisiones de carbono, incluida la producción de hidrógeno, la geotermia, la captura, utilización y almacenamiento de carbono, el almacenamiento de energía, la energía limpia y las soluciones de reducción de emisiones. Además, la empresa firmó un acuerdo marco con Energinet para suministrar paquetes de compresores que apoyan la reducción de emisiones para la infraestructura de gas en Dinamarca.",281316445,USD,BKR,SMART,STK,True,"[{'name': 'bkr-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bkr-Q225-10-Q.html'}, {'name': 'bkr-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/bkr-FY24-10-K.html'}, {'name': 'bkr-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bkr-Q324-10-Q.html'}, {'name': 'bkr-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bkr-Q125-10-Q.html'}]"
energy and utilities,climate_technology,US92939U1060,WEC ENERGY GROUP INC,48,Contribuye a la tecnología climática a través de su enfoque en el desarrollo de soluciones de energía más limpias y la modernización de su infraestructura para apoyar una transición energética sostenible.,"La empresa demuestra su compromiso con el tema de Tecnología Climática a través de su enfoque en la gestión ambiental, la sostenibilidad y la reducción de emisiones. Este compromiso se destaca en su Plan de Progreso ESG, una hoja de ruta para reducir emisiones y aumentar las inversiones en el futuro de la energía, incluidas las inversiones en energías renovables, almacenamiento de baterías y generación a gas natural. Además, la empresa tiene como objetivo lograr cero emisiones netas de metano para 2030 y considera las nuevas tecnologías y la sostenibilidad en su proceso de planificación estratégica.",198560237,USD,WEC,SMART,STK,True,"[{'name': 'wec-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wec-Q224-10-Q.html'}, {'name': 'wec-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/wec-Q324-10-Q.html'}, {'name': 'wec-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wec-FY24-10-K.html'}]"
energy and utilities,climate_technology,US69351T1060,PPL CORPORATION,49,Contribuye al tema de Tecnología Climática a través de inversiones en generación de energía más limpia y esfuerzos de modernización de la red destinados a reducir el impacto ambiental.,"El compromiso de PPL con la tecnología climática es evidente a través de sus iniciativas estratégicas e inversiones destinadas a un futuro energético más limpio. La empresa se centra en expandir y modernizar su generación de energía con gas natural, energías renovables y almacenamiento en baterías, además de apoyar la investigación y el desarrollo de soluciones bajas en carbono. Reforzando este compromiso, PPL asignó aproximadamente $300 millones a créditos fiscales renovables en 2023. Además, la estrategia de PPL se alinea con los estándares de la EPA para la reducción de emisiones de GEI, enfatizando la implementación gradual de tecnologías de mitigación de carbono y la adhesión a mandatos de energía limpia como los de Rhode Island Energy.",661547,USD,PPL,SMART,STK,True,"[{'name': 'ppl-Q322-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ppl-Q322-10-Q.html'}, {'name': 'ppl-FY21-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/ppl-FY21-10-K.html'}]"
energy and utilities,climate_technology,AN8068571086,SLB LTD,50,"Desarrolla y despliega tecnologías centradas en la descarbonización de operaciones de petróleo y gas, el avance de soluciones de captura y almacenamiento de carbono, y la expansión a nuevos sectores energéticos como la geotérmica y el hidrógeno.","La participación de SLB en Climate Tech es evidente a través de su enfoque estratégico en nuevas energías y descarbonización, donde la empresa afirma haber establecido una posición de mercado diferenciada. Reforzando este compromiso, SLB y Aker Carbon Capture ASA formaron SLB Capturi, una empresa conjunta que combina carteras de tecnología y experiencia para acelerar la adopción de la captura de carbono para la descarbonización industrial a escala, respaldada por la inversión de 400 millones de dólares de SLB. Estas iniciativas, incluidas las declaraciones prospectivas sobre la transición energética y el cambio climático global, resaltan la dedicación de SLB a las tecnologías de captura de carbono y la descarbonización industrial.",12200,USD,SLB,SMART,STK,True,"[{'name': 'slb-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/slb-Q324-10-Q.html'}, {'name': 'slb-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/slb-FY24-10-K.html'}]"
energy and utilities,climate_technology,GB00BDSFG982,TECHNIPFMC PLC,51,"Ofrece tecnologías submarinas y de superficie que apoyan iniciativas de transición energética, como la captura de carbono, la producción de hidrógeno y la infraestructura de energía renovable en alta mar.","TechnipFMC demuestra su compromiso con la Tecnología Climática a través de su enfoque en la eliminación de gases de efecto invernadero (GEI), las energías renovables flotantes en alta mar y las soluciones de hidrógeno. La participación de la compañía en proyectos de captura y almacenamiento de carbono, incluido el proyecto Mero 3 HISEP® que utiliza procesamiento submarino para capturar CO2, resalta su compromiso. Además, TechnipFMC recibió el primer iEPCI™ que abarca un sistema submarino totalmente eléctrico para la captura y almacenamiento de carbono, demostrando su papel en el avance de los recursos de energía renovable y la reducción de las emisiones de carbono.",262072228,USD,FTI,SMART,STK,True,"[{'name': 'fti-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fti-Q125-10-Q.html'}, {'name': 'fti-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fti-Q225-10-Q.html'}, {'name': 'fti-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/fti-FY24-10-K.html'}]"
energy and utilities,climate_technology,US44925C1036,ICF INTERNATIONAL INC,52,"Proporciona servicios de consultoría y técnicos para la adaptación, mitigación y soluciones de energía limpia ante el cambio climático, apoyando a los clientes en el desarrollo e implementación de estrategias y políticas sostenibles.","La participación de ICF en Climate Tech es evidente a través de su diversa gama de servicios, que incluyen el apoyo a más de 90 programas de recuperación ante desastres en más de 20 estados y territorios, y el desarrollo de apoyo para la recuperación ante desastres para gobiernos estatales y locales. Los servicios de clima, medio ambiente e infraestructura de la empresa constituyen una parte importante de su trabajo con gobiernos estatales y locales, aproximadamente el 40%. Esto incluye iniciativas ambientales, planificación estatal, elaboración de normas y permisos, así como una fuerte demanda de servicios ambientales y de planificación para clientes comerciales, impulsada por el crecimiento en la concesión de permisos para energías renovables y transmisión, el monitoreo de la construcción y la restauración de la vida silvestre. ICF también participa en el reemplazo de infraestructura de servicios públicos y apoya a desarrolladores solares y eólicos, con experiencia en todo el panorama energético y participación en programas de eficiencia energética y electrificación.",40784309,USD,ICFI,SMART,STK,False,
energy and utilities,climate_technology,US2605571031,DOW INC,53,Contribuye a tecnologías sostenibles e innovaciones ambientales a través del desarrollo y suministro de materiales y soluciones.,,356576040,USD,DOW,SMART,STK,True,
energy and utilities,climate_technology,US05379B1070,AVISTA CORP,54,Desempeña un papel en el tema de Tecnología Climática.,"La empresa demuestra su compromiso con el tema de Tecnología Climática a través de su enfoque en programas de cumplimiento de emisiones de gases de efecto invernadero en Washington y Oregón, como se destaca en su Plan de Recursos Integrados (IRP). Este plan describe estrategias que involucran recursos de gas natural renovable, inversiones en eficiencia energética y tecnologías de captura de carbono para satisfacer las necesidades energéticas de los clientes y cumplir con la legislación sobre emisiones. El IRP de gas natural de la empresa para 2025 describe una cartera de recursos preferida diseñada para satisfacer la demanda de energía del sistema prevista y cumplir con la legislación sobre emisiones durante los próximos 20 años. Sin embargo, las pérdidas de inversión relacionadas con las inversiones en tecnología limpia debido a cambios en las políticas y el sentimiento público pueden afectar el enfoque de la empresa.",6227138,USD,AVA,SMART,STK,True,"[{'name': 'ava-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ava-Q125-10-Q.html'}, {'name': 'ava-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/ava-Q225-10-Q.html'}]"
energy and utilities,climate_technology,US96924N1000,WILLDAN GROUP INC,55,Contribuye a los desarrollos dentro de la industria de Tecnología Climática.,"La participación de la empresa en Climate Tech es evidente a través de la provisión de servicios técnicos para soluciones energéticas y la reducción de gases de efecto invernadero. Enica, una empresa de eficiencia energética, ofrece servicios relacionados con proyectos energéticos, medición y consultoría para ayudar a los clientes a impulsar la eficiencia energética, la descarbonización y la reducción del consumo de energía. Además, la empresa proporciona soluciones para mejorar la eficiencia, la resiliencia y la sostenibilidad en energía e infraestructura, lo que demuestra su papel en la asistencia a organizaciones y comunidades para abordar las cambiantes necesidades de recursos e infraestructura.",41147850,USD,WLDN,SMART,STK,False,"[{'name': 'wldn-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/wldn-FY24-10-K.html'}]"
energy and utilities,climate_technology,US45780R1014,INSTALLED BUILDING PRODUCTS,56,Contribuye a soluciones climáticas mejorando la eficiencia energética en edificios residenciales y comerciales mediante la instalación de aislamiento y otros productos de construcción sostenibles.,,143979238,USD,IBP,SMART,STK,True,
energy and utilities,climate_technology,US88579Y1010,3M CO,57,Aplica su experiencia científica y tecnológica para desarrollar soluciones que impactan el sector de Tecnología Climática.,,9720,USD,MMM,SMART,STK,True,
energy and utilities,climate_technology,US6680743050,NORTHWESTERN ENERGY GROUP IN,58,Contribuye a la tecnología climática a través de inversiones en soluciones de energía sostenible y modernización de infraestructura destinadas a reducir el impacto ambiental.,"La empresa demuestra su compromiso con un futuro libre de carbono a través de su objetivo de lograr cero emisiones netas de carbono para 2050. Apoyando este compromiso, el proyecto North Plains Connector (NPC) facilita la integración de energías renovables. Además, la empresa tiene como objetivo identificar y planificar tecnologías más nuevas de bajas o nulas emisiones de carbono en el futuro, junto con su obligación de proporcionar energía confiable y rentable.",31918434,USD,NWE,SMART,STK,True,"[{'name': 'nwe-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nwe-Q225-10-Q.html'}, {'name': 'nwe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nwe-Q324-10-Q.html'}]"
energy and utilities,climate_technology,US4198701009,HAWAIIAN ELECTRIC INDS,59,"Contribuye a la tecnología climática centrándose en la descarbonización, integrando fuentes de energía renovable y modernizando su infraestructura de red para apoyar una transición energética sostenible.","Las empresas de servicios públicos demuestran un fuerte compromiso con la tecnología climática a través de su Plan de Acción Climática, que tiene como objetivo reducir las emisiones de carbono y lograr cero emisiones netas de la generación de energía. Este compromiso implica la descarbonización, iniciativas de energía renovable y electrificación beneficiosa, alineándose con los objetivos de sostenibilidad de Hawái. La empresa está explorando activamente incentivos fiscales para la energía limpia y desplegando estrategias de eliminación y compensación de carbono, al tiempo que invierte en energía limpia no regulada e infraestructura sostenible. Estos esfuerzos reflejan un enfoque holístico del cambio climático, que abarca tanto estrategias de mitigación como de adaptación para construir un futuro energético resiliente y sostenible para Hawái.",7947,USD,HE,SMART,STK,False,"[{'name': 'he-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q225-10-Q.html'}, {'name': 'he-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/he-Q125-10-Q.html'}, {'name': 'he-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/he-FY24-10-K.html'}]"
energy and utilities,climate_technology,US5261071071,LENNOX INTERNATIONAL INC,60,"Contribuye a la Tecnología Climática al proporcionar soluciones de calefacción, ventilación, aire acondicionado y refrigeración que se centran en la eficiencia energética y la sostenibilidad ambiental.",,6608113,USD,LII,SMART,STK,True,
energy and utilities,climate_technology,US7739031091,ROCKWELL AUTOMATION INC,61,Participa en el tema de la industria de tecnología climática.,,11697,USD,ROK,SMART,STK,True,
energy and utilities,climate_technology,US2600031080,DOVER CORP,62,Las contribuciones e implicaciones específicas de la empresa con el tema de Tecnología Climática no se detallan en la información proporcionada.,"El compromiso de Dover con la tecnología climática es evidente a través de su segmento de Tecnologías Climáticas y de Sostenibilidad, que ofrece equipos de bajo consumo energético para refrigeración comercial, calefacción, refrigeración y fabricación de latas de bebidas. Esto se ve reforzado por volúmenes trimestrales récord en sistemas de CO2 y mejoras en los márgenes atribuidas a una mayor mezcla de estos sistemas. Sin embargo, la disminución de los ingresos en Sostenibilidad Climática debido a la menor demanda de vitrinas para minoristas de alimentos y servicios de ingeniería, a pesar del éxito de los sistemas de CO2, modera el impacto general.",6517,USD,DOV,SMART,STK,True,"[{'name': 'dov-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/dov-FY24-10-K.html'}]"
energy and utilities,climate_technology,US6078281002,MODINE MANUFACTURING CO,63,Contribuye a Climate Tech a través de sus avanzadas soluciones de gestión térmica que mejoran la eficiencia energética y respaldan sistemas de calefacción y refrigeración sostenibles.,,271952,USD,MOD,SMART,STK,False,
energy and utilities,climate_technology,US15189T1079,CENTERPOINT ENERGY INC,64,Se enfoca en modernizar la infraestructura energética e integrar tecnologías avanzadas para mejorar la confiabilidad de la red y apoyar la transición hacia soluciones de energía más limpias.,,8093,USD,CNP,SMART,STK,True,
energy and utilities,climate_technology,US7365088472,PORTLAND GENERAL ELECTRIC CO,65,Invierte en la modernización de su infraestructura de red y la integración de fuentes de energía renovable para apoyar un futuro energético más limpio.,"El compromiso de Portland General Electric con la tecnología climática es evidente en su enfoque estratégico en el liderazgo de energía limpia, la reducción de las emisiones de gases de efecto invernadero y el fomento de soluciones energéticas que promueven el progreso ambiental. La empresa está transformando activamente su negocio para lograr estos objetivos, con imperativos estratégicos para descarbonizar la energía, electrificar la economía y mejorar la confiabilidad de la red. Además, PGE está trabajando para combatir los efectos del cambio climático mediante la descarbonización del suministro de energía y la inversión en una red más resiliente, considerando los incentivos fiscales en la IRA como oportunidades de inversión adicionales que benefician a los clientes, y cumpliendo con el mandato de Oregón de electricidad 100% limpia para 2040.",38608398,USD,POR,SMART,STK,True,"[{'name': 'por-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/por-Q225-10-Q.html'}]"
energy and utilities,climate_technology,US89531P1057,TREX COMPANY INC,66,"Contribuye a prácticas de construcción sostenible a través del uso de materiales reciclados en sus productos, reduciendo residuos y promoviendo la eficiencia de los recursos.",,6608603,USD,TREX,SMART,STK,True,
energy and utilities,climate_technology,US4586653044,INTERFACE INC,67,Contribuye al tema de la industria de la Tecnología Climática.,,107233203,USD,TILE,SMART,STK,True,
energy and utilities,climate_technology,US8168511090,SEMPRA,68,Se centra en proporcionar soluciones de infraestructura energética que apoyan la transición hacia fuentes de energía con menor contenido de carbono y mejoran la resiliencia de la red.,"La participación de Sempra en la Tecnología Climática es evidente a través de varias iniciativas. Sempra Infrastructure participa en el desarrollo de proyectos de generación renovable y secuestro, incluido el proyecto de Secuestro de Carbono de Hackberry diseñado para secuestrar dióxido de carbono. Además, SDG&E está expandiendo el Almacenamiento de Baterías del Canal Westside, agregando 100 megavatios de capacidad de almacenamiento de energía y proporcionando créditos climáticos para reducir las facturas de energía de los clientes. Estos esfuerzos se complementan con la promoción de cambios en las políticas y la obtención de fuentes de financiación no pagadas por los contribuyentes, como créditos fiscales para baterías.",11020,USD,SRE,SMART,STK,True,"[{'name': 'sre-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sre-Q324-10-Q.html'}, {'name': 'sre-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sre-FY24-10-K.html'}]"
energy and utilities,climate_technology,US0138721065,ALCOA CORP,69,Contribuye a los avances dentro del tema de Tecnología Climática.,,251962528,USD,AA,SMART,STK,True,
energy and utilities,climate_technology,US0188021085,ALLIANT ENERGY CORP,70,Contribuye a sistemas de energía más limpios invirtiendo en infraestructura de energía renovable y trabajando para reducir las emisiones de carbono.,"Alliant Energy demuestra su compromiso con la Tecnología Climática a través de varias iniciativas, incluyendo el objetivo de reducir las emisiones de GEI de las operaciones de servicios públicos en un 50% para 2030, la eliminación de todas las UGE de carbón de su flota de generación para 2040 y la aspiración de lograr emisiones netas cero de GEI para 2050. La compañía está activamente involucrada en la implementación de planes para reducir las emisiones de dióxido de carbono, incluida la exploración de tecnología de captura y almacenamiento de carbono. Para profundizar este compromiso, el Departamento de Energía de EE. UU. otorgó financiación al Proyecto de Almacenamiento de Energía de Larga Duración Columbia de WPL, un sistema de almacenamiento de energía de larga duración basado en dióxido de carbono.",5026984,USD,LNT,SMART,STK,True,"[{'name': 'lnt-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lnt-Q225-10-Q.html'}, {'name': 'lnt-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/lnt-Q324-10-Q.html'}]"
energy and utilities,climate_technology,US6293775085,NRG ENERGY INC,71,Refleja la participación en el tema de Tecnología Climática.,"NRG demuestra su compromiso con la tecnología climática a través de varias vías. La empresa monitorea activamente los desarrollos del cambio climático, interactúa con las partes interesadas y tiene como objetivo identificar oportunidades para descarbonizar su negocio y servir mejor a los clientes. Esto se ve reforzado por el hecho de que la sostenibilidad sustenta la estrategia general de NRG y facilita la creación de valor en su negocio, con gastos de capital ambiental previstos de aproximadamente 73 millones de dólares entre 2025 y 2029. NRG también ofrece soluciones sostenibles en EE. UU. y Canadá bajo nombres de marca como Green Mountain Energy.",10188791,USD,NRG,SMART,STK,True,"[{'name': 'nrg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/nrg-Q324-10-Q.html'}, {'name': 'nrg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/nrg-FY24-10-K.html'}]"
energy and utilities,climate_technology,US3665051054,GARRETT MOTION INC,72,Desarrolla soluciones que impactan la industria de Tecnología Climática.,,332922484,USD,GTX,SMART,STK,False,
energy and utilities,climate_technology,US4282911084,HEXCEL CORP,73,Las actividades de la empresa se alinean con el tema de Tecnología Climática.,,611167,USD,HXL,SMART,STK,True,
energy and utilities,climate_technology,US3379321074,FIRSTENERGY CORP,74,Está asociado con el tema de Tecnología Climática.,"FirstEnergy demuestra su compromiso con la Tecnología Climática a través de varias iniciativas, incluido su programa Energize365, que tiene como objetivo apoyar la energía limpia y la confiabilidad de la red. La compañía se enfoca en objetivos relacionados con el clima y la reducción de GEI, y está acelerando su transformación en una empresa eléctrica de primer nivel. El plan de inversión de FirstEnergy mejora la resiliencia del sistema eléctrico y apoya la integración de energías renovables, vehículos eléctricos, mejoras de modernización de la red y otras tecnologías emergentes. Además, el programa EmPOWER Maryland requiere objetivos anuales incrementales de eficiencia energética y establece el objetivo de reducir las emisiones de CO2 en un 90% por debajo de los niveles de 2005 para 2045.",3265376,USD,FE,SMART,STK,True,"[{'name': 'fe-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/fe-FY24-10-K.html'}, {'name': 'fe-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fe-Q324-10-Q.html'}, {'name': 'fe-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/fe-Q125-10-Q.html'}]"
