symbol,industry_id,theme_id,industry,theme,isin_code,name,rank,description,evidence,ib_conid,currency,exchange,assetType,evidenceSources
REAL,CR,RE1,consumer and retail,retail_giant,US88339P1012,REALREAL INC/THE,49,"Opera dentro del sector minorista, caracterizado por la presencia de entidades minoristas a gran escala.",,373210998,USD,SMART,STK,
OLLI,CR,RE1,consumer and retail,retail_giant,US6811161099,OLLIE'S BARGAIN OUTLET HOLDI,50,"Opera como un destacado minorista de descuento, contribuyendo al panorama competitivo de la industria minorista en general al ofrecer mercancía a precios de valor.",,199975711,USD,SMART,STK,
GAP,CR,RE1,consumer and retail,retail_giant,US3647601083,GAP INC/THE,51,"Opera como un minorista global prominente, ofreciendo una cartera diversa de marcas de ropa a través de una extensa red de tiendas y canales en línea.",,7765,USD,SMART,STK,
WSM,CR,RE1,consumer and retail,retail_giant,US9699041011,WILLIAMS-SONOMA INC,52,"Opera como un actor destacado en el sector minorista, ofreciendo una cartera diversa de marcas de muebles para el hogar y utensilios de cocina a través de varios canales de venta.","Williams-Sonoma es un actor destacado en la industria minorista, operando múltiples marcas conocidas como Pottery Barn y West Elm y manteniendo una presencia significativa en el comercio minorista y de comercio electrónico. La empresa enfatiza la innovación, el diseño y el servicio al cliente para diferenciarse dentro de la industria. Williams-Sonoma se enfoca en expandir su surtido, producción y asociaciones 'Hecho en EE. UU.', solidificando aún más su posición como líder en el sector minorista.",5019164,USD,SMART,STK,
PAG,CR,RE1,consumer and retail,retail_giant,US70959W1036,PENSKE AUTOMOTIVE GROUP INC,53,Opera como un gigante minorista dentro de la industria.,"Penske Automotive Group se identifica como uno de los principales minoristas de automóviles y camiones comerciales del mundo y uno de los minoristas automotrices globales más grandes medido por los ingresos totales de concesionarios automotrices minoristas. Penske opera concesionarios en los Estados Unidos, el Reino Unido, Canadá, Alemania, Italia, Japón y Australia, y también es uno de los mayores minoristas de camiones comerciales en América del Norte para Freightliner. La empresa emplea a más de 28.900 personas en todo el mundo.",45006145,USD,SMART,STK,"[{'name': 'pag-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/pag-FY24-10-K.html'}, {'name': 'pag-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pag-Q324-10-Q.html'}]"
LAD,CR,RE1,consumer and retail,retail_giant,US5367971034,LITHIA MOTORS INC,54,"Opera una red de concesionarios de automóviles que, en conjunto, representan una empresa minorista a gran escala.","La posición de la empresa como minorista automotriz global, clasificada en el puesto 140 en Fortune 500 en 2024, destaca su importancia para la industria minorista. Esto se demuestra aún más por su operación de 460 tiendas en los Estados Unidos, el Reino Unido y Canadá, junto con casi 400 sitios web, que ofrecen 52 marcas de vehículos nuevos y todas las marcas de vehículos usados.",6608116,USD,SMART,STK,"[{'name': 'lad-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/lad-FY24-10-K.html'}]"
ABG,CR,RE1,consumer and retail,retail_giant,US0434361046,ASBURY AUTOMOTIVE GROUP,55,"Opera como un actor importante en el sector minorista automotriz, contribuyendo al panorama minorista general a través de su extensa red de concesionarios.","La posición de la compañía como uno de los mayores minoristas de automóviles en los Estados Unidos, operando 152 concesionarios y 198 franquicias de vehículos nuevos en 14 estados, destaca su importancia para el tema de la industria Retail Giant. La significativa presencia y operaciones de la compañía indican un papel importante en el sector minorista.",14680959,USD,SMART,STK,"[{'name': 'abg-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/abg-Q324-10-Q.html'}, {'name': 'abg-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/abg-FY24-10-K.html'}]"
SAH,CR,RE1,consumer and retail,retail_giant,US83545G1022,SONIC AUTOMOTIVE INC-CLASS A,56,"Participa en extensas operaciones minoristas automotrices, posicionándose como un actor a gran escala dentro de la industria minorista en general.","La posición de la empresa como uno de los mayores minoristas de automóviles en los EE. UU., según los ingresos totales declarados, destaca su importancia dentro de la industria minorista. La empresa se identifica como un actor insignia en el espacio minorista, lo que indica una influencia sustancial. Si bien la empresa enfatiza su tamaño, no hay un posicionamiento propietario o único específico, ni datos explícitos de contribución de ingresos, lo que sugiere una contribución de ingresos inferior al 10%.",6478065,USD,SMART,STK,"[{'name': 'sah-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sah-Q324-10-Q.html'}, {'name': 'sah-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sah-FY24-10-K.html'}]"
VSCO,CR,RE1,consumer and retail,retail_giant,US9264001028,VICTORIA'S SECRET & CO,57,"Opera como un minorista prominente con una presencia significativa en el mercado y una extensa red de tiendas, contribuyendo al panorama minorista en general.","La posición de Victoria's Secret como un gigante minorista está respaldada por su autodescripción como la 'compañía de lencería más grande del mundo' con una cuota de mercado líder. La empresa opera bajo múltiples marcas, incluidas Victoria's Secret, PINK y Adore Me, vendiendo lencería femenina, cuidado personal y productos de belleza. Con presencia en casi 70 países y una gran red de tiendas minoristas en EE. UU., Canadá y China, Victoria's Secret se beneficia de la conciencia de marca global y una profunda conexión con sus clientes.",502415513,USD,SMART,STK,"[{'name': 'vsco-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vsco-Q224-10-Q.html'}, {'name': 'vsco-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/vsco-Q324-10-Q.html'}, {'name': 'vsco-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/vsco-FY24-10-K.html'}]"
KSS,CR,RE1,consumer and retail,retail_giant,US5002551043,KOHLS CORP,58,"Opera como una destacada cadena de grandes almacenes, contribuyendo al panorama de las operaciones minoristas a gran escala a través de su extensa red y diversa oferta de productos.","Kohl's es un minorista omnicanal líder, que opera una red sustancial de más de 1.175 tiendas y una presencia en línea significativa a través de su sitio web. La compañía se identifica consistentemente como un minorista líder, lo que indica su posición establecida e influencia dentro de la industria minorista. La extensa red de tiendas y la plataforma en línea de Kohl's demuestran su compromiso de llegar a una amplia base de clientes, solidificando su importancia en el sector minorista.",8942,USD,SMART,STK,"[{'name': 'kss-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/kss-Q324-10-Q.html'}, {'name': 'kss-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/kss-FY24-10-K.html'}]"
BBWI,CR,RE1,consumer and retail,retail_giant,US0708301041,BATH & BODY WORKS INC,59,"Opera como un minorista prominente en el mercado de cuidado personal y fragancias para el hogar, manteniendo una presencia física y en línea sustancial.","La posición de BBWI como un gigante minorista está respaldada por sus sustanciales ventas netas consolidadas, que alcanzaron los 1.610 millones de dólares en el tercer trimestre de 2024, lo que representa un aumento de 48 millones de dólares en comparación con el año anterior. El enfoque de la empresa en impulsar el crecimiento de los ingresos a través de categorías principales y su gran escala, con miles de tiendas y una importante plantilla, solidifica aún más su importancia en el sector minorista. Estos factores, combinados con las prioridades estratégicas de la empresa, resaltan su papel como un actor importante en la industria minorista.",502252263,USD,SMART,STK,"[{'name': 'bbwi-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/bbwi-Q324-10-Q.html'}]"
SVV,CR,RE1,consumer and retail,retail_giant,US80517M1099,SAVERS VALUE VILLAGE INC,60,"Opera una red de tiendas minoristas de gran formato que ofrecen una amplia gama de productos, contribuyendo al sector minorista en general.",,639336278,USD,SMART,STK,
SIG,CR,RE1,consumer and retail,retail_giant,BMG812761002,SIGNET JEWELERS LTD,61,"Opera como un importante minorista especializado, contribuyendo significativamente al sector minorista a través de su extensa red de joyerías.","Signet Jewelers es el minorista de joyería de diamantes más grande del mundo, manteniendo una presencia significativa en el panorama minorista con 2.668 ubicaciones minoristas. La posición de la compañía como el minorista de joyería de diamantes más grande destaca su importancia como un gigante minorista, a pesar de enfrentar un entorno minorista competitivo y dinámico y un entorno macroeconómico global desafiante.",53747825,USD,SMART,STK,"[{'name': 'sig-FY25-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/sig-FY25-10-K.html'}, {'name': 'sig-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sig-Q225-10-Q.html'}, {'name': 'sig-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/sig-Q325-10-Q.html'}]"
FIVE,CR,RE1,consumer and retail,retail_giant,US33829M1018,FIVE BELOW,62,"Opera una cadena de tiendas minoristas de descuento, sirviendo a una amplia base de clientes y contribuyendo al panorama general de las operaciones minoristas a gran escala.",,110650558,USD,SMART,STK,
FND,CR,RE1,consumer and retail,retail_giant,US3397501012,FLOOR & DECOR HOLDINGS INC-A,63,"Opera como un minorista especializado de gran formato, influyendo en la dinámica de la industria minorista en general.",,273992879,USD,SMART,STK,
DDS,CR,RE1,consumer and retail,retail_giant,US2540671011,DILLARDS INC-CL A,64,"Opera una cadena de grandes almacenes, contribuyendo al panorama minorista en general a través de su extensa red y diversas ofertas de productos.",,6390,USD,SMART,STK,
KRG,CR,RE1,consumer and retail,retail_giant,US49803T3005,KITE REALTY GROUP TRUST,65,Facilita las operaciones de las principales cadenas minoristas al proporcionar ubicaciones estratégicas de centros comerciales al aire libre.,,161703135,USD,SMART,STK,
CPRI,CR,RE1,consumer and retail,retail_giant,VGG1890L1076,CAPRI HOLDINGS LTD,66,"Opera como minorista global de moda de lujo, gestionando una cartera de marcas icónicas a través de una extensa red de tiendas y canales en línea.","Capri Holdings, un grupo mundial de moda de lujo, demuestra su conexión con el tema de la industria de Gigantes Minoristas a través de su cartera de marcas, que incluyen Versace, Jimmy Choo y Michael Kors. El enfoque de la empresa en hacer crecer a Michael Kors hasta los $4 mil millones en ingresos y a Jimmy Choo hasta los $800 millones subraya sus iniciativas estratégicas para mejorar las tendencias de ventas. Con una red de distribución global, que incluye tiendas minoristas operadas por la empresa y sitios de comercio electrónico, Michael Kors tiene presencia en más de 100 países, lo que solidifica la posición de Capri como un actor importante en la industria minorista.",347409760,USD,SMART,STK,"[{'name': 'cpri-Q325-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cpri-Q325-10-Q.html'}, {'name': 'cpri-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cpri-Q225-10-Q.html'}]"
LEVI,CR,RE1,consumer and retail,retail_giant,US52736R1023,LEVI STRAUSS & CO- CLASS A,67,"Proporciona productos de vestimenta icónicos que son una oferta básica en las principales cadenas minoristas, contribuyendo a la diversidad de productos y a las ventas de gigantes minoristas globales.","Levi's es un actor importante en la industria minorista, como lo demuestra su ambición de convertirse en una empresa de 10.000 millones de dólares y su posición de liderazgo en cuota de mercado, especialmente en los EE. UU. La empresa opera un negocio sustancial directo al consumidor, que abarca canales físicos y de comercio electrónico, con canales propios y operados que representan más de la mitad de su negocio. Además, Levi's mantiene una fuerte presencia de marca, centrándose en mejorar la experiencia del consumidor y expandir su red global de tiendas, al tiempo que se asocia con mayoristas clave como Zalando y Galeries Lafayette.",358053635,USD,SMART,STK,
PVH,CR,RE1,consumer and retail,retail_giant,US6936561009,PVH CORP,68,"Opera como una importante empresa global de indumentaria con marcas icónicas, distribuyendo productos a través de una vasta red de canales minoristas propios y de terceros en todo el mundo.","PVH Corp. es un actor importante en la industria minorista, operando a nivel mundial con las marcas icónicas Tommy Hilfiger y Calvin Klein, que juntas generan más del 90% de sus ingresos. Con aproximadamente 1.400 tiendas físicas operadas por la empresa en todo el mundo, PVH tiene una presencia minorista sustancial, distribuyendo a través de minoristas tradicionales, comercio digital, franquiciados y licenciatarios. El enfoque estratégico de PVH incluye el fortalecimiento de sus marcas principales a través de la innovación de productos, el marketing y la ejecución en el mercado, como lo demuestra el relanzamiento de la ropa deportiva y los jeans para mujer de Calvin Klein, respaldado por campañas de marketing e inversiones en experiencias de compra.",90794895,USD,SMART,STK,"[{'name': 'pvh-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pvh-Q224-10-Q.html'}, {'name': 'pvh-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pvh-Q324-10-Q.html'}]"
AEO,CR,RE1,consumer and retail,retail_giant,US02553E1064,AMERICAN EAGLE OUTFITTERS,69,Opera como una entidad sustancial e influyente dentro de la industria minorista.,"American Eagle Outfitters se identifica como un minorista especializado líder a nivel mundial que ofrece ropa, accesorios y productos de cuidado personal bajo las marcas American Eagle y Aerie. Si bien la empresa se identifica como un minorista especializado líder a nivel mundial, con unos ingresos netos totales de 5.329 millones de dólares en el ejercicio fiscal de 2024, no hay información explícita que sugiera un modelo de negocio propietario o único. Aunque la empresa tiene una presencia e influencia significativas en la industria minorista, no demuestra necesariamente un dominio como 'Gigante Minorista'.",4725951,USD,SMART,STK,"[{'name': 'aeo-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeo-Q324-10-Q.html'}, {'name': 'aeo-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/aeo-FY24-10-K.html'}, {'name': 'aeo-Q224-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/aeo-Q224-10-Q.html'}]"
VNO,CR,RE1,consumer and retail,retail_giant,US9290421091,VORNADO REALTY TRUST,70,Proporciona infraestructura inmobiliaria esencial a grandes empresas minoristas al poseer y gestionar propiedades que alquilan.,,13535,USD,SMART,STK,
COLM,CR,RE1,consumer and retail,retail_giant,US1985161066,COLUMBIA SPORTSWEAR CO,71,"Opera como un minorista y mayorista global prominente de ropa y calzado para actividades al aire libre, interactuando directamente con los consumidores y a través de otros canales minoristas importantes.","Columbia Sportswear Company es considerada un gigante minorista debido a su sólida posición financiera, diversa cartera de marcas y amplia experiencia en comercio internacional, respaldada por su capacidad para navegar entornos desafiantes desde 1938. La compañía reconoce la incertidumbre de las políticas públicas que enfrenta la industria en los Estados Unidos, al tiempo que enfatiza su resiliencia y experiencia en la superación de desafíos. La compañía se refiere a sí misma como una empresa fuerte con una increíble cartera de marcas.",4728458,USD,SMART,STK,
IMKTA,CR,RE1,consumer and retail,retail_giant,US4570301048,INGLES MARKETS INC-CLASS A,72,"Participa en operaciones minoristas a gran escala a través de su cadena de supermercados, contribuyendo al sector minorista en general.",,270520,USD,SMART,STK,
CRI,CR,RE1,consumer and retail,retail_giant,US1462291097,CARTER'S INC,73,"Sirve como un proveedor clave de ropa y accesorios para niños para las principales cadenas minoristas, contribuyendo a su diversidad de productos y volumen de ventas.","La importancia de la empresa en el tema de Gigante Minorista se sustenta en su posición como el mayor comercializador de marcas de ropa para niños pequeños en América del Norte. Esto se ve reforzado por su extensa red de distribución, que incluye más de mil tiendas minoristas propias en América del Norte y aproximadamente 19.500 ubicaciones mayoristas. Además, los productos de la empresa están disponibles internacionalmente a través de cuentas mayoristas y licenciatarios que operan en más de 1.100 ubicaciones en más de 90 países.",26593783,USD,SMART,STK,"[{'name': 'cri-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/cri-Q324-10-Q.html'}, {'name': 'cri-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/cri-FY24-10-K.html'}]"
YETI,CR,RE1,consumer and retail,retail_giant,US98585X1046,YETI HOLDINGS INC,74,Aprovecha las extensas redes de distribución de grandes socios minoristas para hacer que sus productos para exteriores y recreación sean accesibles a una amplia base de consumidores.,"La estrategia de distribución de YETI implica canales mayoristas y directos al consumidor. Los productos de la empresa están disponibles a través de importantes minoristas nacionales y regionales como Dick’s Sporting Goods, REI, Academy Sports + Outdoors y Bass Pro Shops, así como a través de sus propios sitios web, tiendas minoristas y Amazon Marketplace. Este enfoque omnicanal, con un enfoque en asociaciones minoristas selectas, demuestra la presencia de YETI en el panorama minorista.",338719595,USD,SMART,STK,"[{'name': 'yeti-Q125-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/yeti-Q125-10-Q.html'}, {'name': 'yeti-Q225-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/yeti-Q225-10-Q.html'}]"
WWW,CR,RE1,consumer and retail,retail_giant,US9780971035,WOLVERINE WORLD WIDE INC,75,"Vende su diversa cartera de marcas de calzado y prendas de vestir a través de las principales cadenas minoristas, aprovechando sus extensas redes de distribución para llegar a una amplia base de consumidores.","El compromiso de la empresa con el tema de Gigante Minorista se refleja en la operación de 119-120 tiendas minoristas en EE. UU., Europa, el Reino Unido e Italia, complementado por 39 sitios de comercio electrónico directos al consumidor. Además, las marcas de la empresa se comercializan en aproximadamente 170 países y territorios, incluso a través de operaciones propias en EE. UU., Canadá, el Reino Unido y ciertos países de Europa continental y Asia Pacífico. La empresa es un diseñador, comercializador y licenciante líder a nivel mundial de calzado, ropa y accesorios de marca.",13938,USD,SMART,STK,"[{'name': 'www-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/www-Q324-10-Q.html'}, {'name': 'www-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/www-FY24-10-K.html'}]"
