industry,theme,isin_code,name,rank,description,evidence,conid,currency,symbol,exchange,assetType,navigable,evidenceSources,theme_id
energy and utilities,utilityscale_projects,US82489W1071,SHOALS TECHNOLOGIES GROUP -A,46,Contribuye a proyectos a escala de servicios públicos.,"El enfoque de la empresa en proyectos a escala de servicios públicos es evidente a través de su canal de ventas principal, que implica el suministro de soluciones EBOS, componentes y componentes OEM a empresas de ingeniería, adquisición y construcción (EPC) para grandes proyectos solares. Estos proyectos están diseñados para generar electricidad y alimentarla directamente a la red eléctrica, típicamente con una capacidad de generación de 1 megavatio (MW) o superior. El negocio de la empresa se centra en proporcionar soluciones para estas instalaciones solares a escala de servicios públicos, principalmente dentro de los Estados Unidos.",467911567,USD,SHLS,SMART,STK,False,"[{'name': 'shls-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/shls-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US7234841010,PINNACLE WEST CAPITAL,47,Desarrolla y opera proyectos a escala de servicios públicos para generar y entregar electricidad.,"PNW participa activamente en proyectos a escala de servicios públicos a través de diversas iniciativas. La compañía utiliza Solicitudes de Propuestas de Todas las Fuentes (ASRFPs) para adquirir recursos, con un enfoque en fuentes de energía limpia como la eólica, solar y el almacenamiento de energía. PNW también ha comenzado la construcción de los proyectos Agave e Ironwood, que se espera que proporcionen recursos de confiabilidad clave para 2026 y se beneficien de créditos fiscales. Además, la compañía está desarrollando generación adicional de gas natural para mejorar la confiabilidad y gestionando una cola sustancial de solicitudes de clientes, asociando estas necesidades con nuevos proyectos de generación o transmisión.",11257,USD,PNW,SMART,STK,True,"[{'name': 'pnw-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/pnw-Q324-10-Q.html'}]",UTI
energy and utilities,utilityscale_projects,US0236081024,AMEREN CORP,48,"Se centra en el desarrollo, operación y mantenimiento de proyectos de infraestructura a gran escala esenciales para la generación, transmisión y distribución de energía dentro del sector de servicios públicos.",,13181,USD,AEE,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US6708371033,OGE ENERGY CORP,49,Desarrolla y opera proyectos de infraestructura a escala de servicios públicos para la generación y entrega de energía para servir a su base de clientes.,,2586038,USD,OGE,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US05379B1070,AVISTA CORP,50,Lleva a cabo proyectos a escala de servicios públicos para mejorar su infraestructura energética y expandir sus capacidades de servicio.,,6227138,USD,AVA,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US88160R1014,TESLA INC,51,Contribuye a proyectos a escala de servicios públicos proporcionando sistemas avanzados de almacenamiento de energía que respaldan la estabilidad de la red y la integración de energías renovables.,"La participación de Tesla en proyectos a escala de servicios públicos es evidente a través de sus despliegues de almacenamiento de energía Megapack, aunque estos despliegues pueden fluctuar de un trimestre a otro según los hitos del proyecto y la logística. Para satisfacer los altos niveles de demanda, Tesla está aumentando la producción y las capacidades de sus productos de almacenamiento de energía, incluida la construcción de una nueva Megafábrica en Shanghai y la puesta en marcha continua en la Megafábrica en Lathrop, California. El éxito a largo plazo del negocio de Tesla depende del crecimiento incremental del volumen, y la compañía continúa aumentando la producción y las capacidades de sus productos de almacenamiento de energía.",76792991,USD,TSLA,SMART,STK,True,"[{'name': 'tsla-Q324-10-Q', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-q/tsla-Q324-10-Q.html'}, {'name': 'tsla-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/tsla-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US7365088472,PORTLAND GENERAL ELECTRIC CO,52,"Se dedica al desarrollo y operación de infraestructura a gran escala para la generación y entrega de electricidad, contribuyendo al sector de proyectos a escala de servicios públicos en general.",,38608398,USD,POR,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US4198701009,HAWAIIAN ELECTRIC INDS,53,Participa en el desarrollo y operación de proyectos a escala de servicios públicos.,"Hawaiian Electric Industries (HEI) demuestra su participación en proyectos a escala de servicios públicos a través de diversas iniciativas, incluidos proyectos de energía renovable a escala de servicios públicos y PPAs para la generación renovable en múltiples islas hawaianas. Su enfoque incluye la modernización de la red para integrar más fuentes de energía renovable. La empresa participa en proyectos de energía renovable desarrollados por productores de energía independientes, invirtiendo en instalaciones solares y de almacenamiento para mejorar la generación de energía renovable para la red comercial. Además, Hawaiian Electric está involucrada en la RFP Etapa 3 de la Isla de Hawái, buscando una cantidad significativa de energía y capacidad renovable, alineándose con los objetivos de mejora de la infraestructura energética del estado.",7947,USD,HE,SMART,STK,False,"[{'name': 'he-FY24-10-K', 'url': 'https://storage.googleapis.com/reflexivity-documents-prod/edgar/filing/10-k/he-FY24-10-K.html'}]",UTI
energy and utilities,utilityscale_projects,US04271T1007,ARRAY TECHNOLOGIES INC,54,Proporciona soluciones de seguimiento solar que optimizan la generación de energía para proyectos de energía solar a escala de servicios públicos.,,450042702,USD,ARRY,SMART,STK,False,,UTI
energy and utilities,utilityscale_projects,US6896481032,OTTER TAIL CORP,55,Participa en Proyectos a Escala de Servicios Públicos.,,272861,USD,OTTR,SMART,STK,True,,UTI
energy and utilities,utilityscale_projects,US55277P1049,MGE ENERGY INC,56,Desarrolla y opera proyectos a escala de servicios públicos como parte de su estrategia de generación y distribución de energía.,,271652,USD,MGEE,SMART,STK,True,,UTI
